perplexity,sentence_length_variance,embedding_variance,avg_word_length,punctuation_ratio,lexical_diversity,avg_sentence_length,label
67.15511322021484,82.68999999999998,0.6844869256019592,4.602510460251046,0.01107011070110701,0.5146443514644351,23.9,0
18.078887939453125,35.2875,0.5073947906494141,4.780952380952381,0.012466124661246613,0.3523809523809524,15.75,0
8.514029502868652,82.54847645429363,0.6506043672561646,5.808022922636103,0.03712720632988436,0.3424068767908309,18.36842105263158,1
42.360679626464844,63.315555555555555,0.7097368240356445,3.9764150943396226,0.01675977653631285,0.5518867924528302,14.133333333333333,0
5.316524028778076,18.36111111111111,0.5335408449172974,4.644257703081233,0.017509727626459144,0.3473389355742297,19.833333333333332,1
24.6629638671875,62.859375,0.49634256958961487,4.212121212121212,0.015199493350221659,0.45454545454545453,37.125,0
5.3784403800964355,61.422839506172835,0.544101357460022,4.613941018766756,0.02053196453569762,0.3726541554959786,20.72222222222222,1
36.402305603027344,29.6,0.7750197052955627,3.992405063291139,0.02759980285855101,0.5164556962025316,15.8,0
15.447799682617188,71.22902494331065,0.5762761235237122,5.451764705882353,0.012870933142652842,0.4541176470588235,20.238095238095237,0
20.277448654174805,112.41269841269843,0.5659266710281372,4.742857142857143,0.018691588785046728,0.38461538461538464,21.666666666666668,0
7.723301410675049,33.305555555555564,0.6023041009902954,4.893129770992366,0.029959003468937245,0.42938931297709926,21.833333333333332,1
10.655632019042969,77.48520710059171,0.5116614699363708,5.559006211180124,0.019525801952580194,0.38354037267080743,24.76923076923077,1
20.41912841796875,28.354166666666668,0.7245791554450989,4.136546184738956,0.01841903300076746,0.31593038821954483,20.75,0
7.913043022155762,32.40816326530612,0.5909447073936462,4.805755395683454,0.019441069258809233,0.46402877697841727,19.857142857142858,1
6.685673713684082,48.83601134215501,0.680345356464386,5.018978102189781,0.023933649289099527,0.3416058394160584,14.891304347826088,1
4.336572170257568,107.83984375,0.4714243710041046,4.666666666666667,0.014755959137343927,0.2440087145969499,28.6875,1
11.873805046081543,36.234375,0.5357746481895447,4.727586206896552,0.025897586815773983,0.5,18.125,1
10.844181060791016,106.53254437869822,0.7552136182785034,5.680972818311874,0.04174377955994242,0.44206008583690987,17.923076923076923,1
50.776466369628906,314.65759637188205,0.7776833176612854,4.207674943566591,0.01851316170089673,0.3656884875846501,21.095238095238095,0
16.548294067382812,149.46484375,0.7158000469207764,4.157952069716775,0.02291494632535095,0.27450980392156865,28.6875,0
24.467588424682617,101.40816326530613,0.5652353167533875,4.797435897435897,0.017368649587494574,0.4282051282051282,27.857142857142858,0
56.523826599121094,33.78698224852071,0.8092619776725769,3.6325581395348836,0.018830525272547076,0.5348837209302325,16.53846153846154,0
18.08919334411621,182.38062283737025,0.621723473072052,4.201754385964913,0.014107883817427386,0.34210526315789475,26.823529411764707,0
36.51871109008789,100.5763888888889,0.5925147533416748,3.8606271777003482,0.014893617021276596,0.4355400696864111,23.916666666666668,0
9.351542472839355,28.4875,0.6026772856712341,4.954430379746835,0.019190654985398414,0.43291139240506327,19.75,1
6.960475444793701,47.82698961937716,0.5706890225410461,4.700831024930748,0.016252390057361378,0.3601108033240997,21.235294117647058,1
14.491307258605957,78.28078524687686,0.7014928460121155,5.800236406619385,0.021262119408062597,0.4574468085106383,20.634146341463413,1
